Datetime,close,high,low,open,volume
,TSLA,TSLA,TSLA,TSLA,TSLA
2025-10-31 14:30,448.31500244140625,449.75,446.3699951171875,446.7300109863281,2464961
2025-10-31 14:35,448.9549865722656,450.4700012207031,448.20001220703125,448.33929443359375,1521298
2025-10-31 14:40,448.16949462890625,450.4596862792969,447.5600891113281,448.9599914550781,1115032
2025-10-31 14:45,447.760009765625,448.2499084472656,446.1000061035156,448.1700134277344,1013087
2025-10-31 14:50,448.81500244140625,449.239990234375,446.55999755859375,447.68499755859375,1002949
2025-10-31 14:55,449.8185119628906,450.3174133300781,448.70001220703125,448.92999267578125,1001477
2025-10-31 15:00,449.2627868652344,451.1099853515625,448.94000244140625,449.9700012207031,1230402
2025-10-31 15:05,451.9371032714844,452.6499938964844,449.1099853515625,449.2749938964844,1300042
2025-10-31 15:10,451.8999938964844,452.67999267578125,451.6033935546875,451.8900146484375,776608
2025-10-31 15:15,453.3504943847656,453.9179992675781,451.32000732421875,451.8699951171875,1109165
2025-10-31 15:20,454.3399963378906,454.54998779296875,451.6300048828125,453.4700012207031,1183966
2025-10-31 15:25,455.010009765625,456.2099914550781,454.04998779296875,454.3599853515625,1373305
2025-10-31 15:30,454.8800964355469,456.2300109863281,454.6499938964844,455.04998779296875,813240
2025-10-31 15:35,455.1300048828125,455.5299987792969,453.7300109863281,454.8999938964844,1029162
2025-10-31 15:40,454.6099853515625,455.3900146484375,454.1499938964844,455.1351013183594,519463
2025-10-31 15:45,455.57330322265625,455.71990966796875,454.1700134277344,454.5199890136719,531696
2025-10-31 15:50,455.989990234375,456.62921142578125,455.13031005859375,455.6000061035156,831503
2025-10-31 15:55,456.8399963378906,457.0899963378906,455.90008544921875,455.9800109863281,711882
2025-10-31 16:00,456.8149108886719,456.93499755859375,455.82000732421875,456.8399963378906,637283
2025-10-31 16:05,456.85870361328125,457.5400085449219,456.17999267578125,456.7799987792969,639335
2025-10-31 16:10,457.25,457.4798889160156,456.30059814453125,456.8299865722656,612866
2025-10-31 16:15,456.8399963378906,457.7278137207031,456.67999267578125,457.2590026855469,542448
2025-10-31 16:20,456.4100036621094,457.0,455.6499938964844,456.8450012207031,793011
2025-10-31 16:25,456.32550048828125,456.8999938964844,455.95001220703125,456.3800048828125,460823
2025-10-31 16:30,455.4849853515625,456.6199951171875,455.2101135253906,456.2799987792969,662382
2025-10-31 16:35,455.20001220703125,455.54998779296875,454.1499938964844,455.3599853515625,822022
2025-10-31 16:40,455.62091064453125,455.70001220703125,454.20001220703125,455.2398986816406,546523
2025-10-31 16:45,454.92999267578125,456.6400146484375,454.7300109863281,455.55010986328125,675171
2025-10-31 16:50,454.42498779296875,455.6799011230469,454.3500061035156,454.8800048828125,394655
2025-10-31 16:55,453.7799987792969,454.4898986816406,453.4599914550781,454.42498779296875,653443
2025-10-31 17:00,452.79998779296875,453.7900085449219,451.6499938964844,453.7701110839844,1014565
