Datetime,close,high,low,open,volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2025-10-31 14:30,206.97509765625,207.11000061035156,206.00999450683594,206.4499969482422,6691692
2025-10-31 14:35,207.49009704589844,207.97000122070312,206.83999633789062,206.97500610351562,2983580
2025-10-31 14:40,206.91119384765625,207.5299072265625,206.6199951171875,207.49000549316406,1860855
2025-10-31 14:45,206.47000122070312,207.16000366210938,206.3300018310547,206.90499877929688,1948716
2025-10-31 14:50,205.7100067138672,206.66000366210938,205.26499938964844,206.49000549316406,2035876
2025-10-31 14:55,205.22000122070312,206.00999450683594,205.10000610351562,205.7100067138672,1668912
2025-10-31 15:00,204.82470703125,205.67990112304688,204.8000030517578,205.22500610351562,2176640
2025-10-31 15:05,205.82980346679688,205.94000244140625,204.77999877929688,204.81500244140625,1970068
2025-10-31 15:10,205.6300048828125,205.97999572753906,205.4001007080078,205.80499267578125,1280421
2025-10-31 15:15,205.42010498046875,205.64999389648438,204.8000030517578,205.59010314941406,1541714
2025-10-31 15:20,205.28219604492188,205.49000549316406,204.6199951171875,205.43910217285156,1475551
2025-10-31 15:25,205.47999572753906,205.60000610351562,205.22000122070312,205.2899932861328,1181337
2025-10-31 15:30,205.77999877929688,205.91000366210938,205.42999267578125,205.49000549316406,1425582
2025-10-31 15:35,206.23300170898438,206.375,205.77349853515625,205.7949981689453,1407710
2025-10-31 15:40,206.30819702148438,206.47000122070312,206.0800018310547,206.2301025390625,1239811
2025-10-31 15:45,206.21499633789062,206.6199951171875,206.0,206.30999755859375,1284095
2025-10-31 15:50,206.1699981689453,206.32919311523438,205.97999572753906,206.2100067138672,856299
2025-10-31 15:55,206.47509765625,206.55999755859375,205.77000427246094,206.19000244140625,1002911
2025-10-31 16:00,206.4499969482422,206.5500030517578,206.27999877929688,206.47000122070312,854222
2025-10-31 16:05,206.0,206.60000610351562,205.99000549316406,206.4600067138672,932128
2025-10-31 16:10,205.86000061035156,206.00999450683594,205.69000244140625,206.0,1053596
2025-10-31 16:15,205.8404998779297,206.02000427246094,205.78770446777344,205.86000061035156,848594
2025-10-31 16:20,205.31500244140625,205.86000061035156,205.27000427246094,205.85000610351562,1061913
2025-10-31 16:25,205.2801055908203,205.34500122070312,204.9600067138672,205.32000732421875,985055
2025-10-31 16:30,205.38510131835938,205.4499969482422,205.02999877929688,205.2899932861328,966171
2025-10-31 16:35,204.83990478515625,205.44000244140625,204.7100067138672,205.39999389648438,1098745
