Datetime,close,high,low,open,volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2025-10-31 14:30,273.0,277.32000732421875,272.3999938964844,276.989990234375,6514494
2025-10-31 14:35,270.0299987792969,273.30999755859375,269.1600036621094,272.9750061035156,2427076
2025-10-31 14:40,270.7049865722656,271.0799865722656,269.17999267578125,270.03289794921875,1557009
2025-10-31 14:45,271.989990234375,272.0599060058594,269.7699890136719,270.7200012207031,1369451
2025-10-31 14:50,271.2799987792969,272.05999755859375,270.79998779296875,272.0201110839844,896034
2025-10-31 14:55,270.43701171875,271.32000732421875,270.07000732421875,271.29998779296875,662189
2025-10-31 15:00,269.9049987792969,270.5799865722656,269.7900085449219,270.43499755859375,687014
2025-10-31 15:05,270.26361083984375,270.7099914550781,269.8599853515625,269.9049987792969,580125
2025-10-31 15:10,269.35009765625,270.2799987792969,269.29998779296875,270.260009765625,922987
2025-10-31 15:15,269.9700012207031,270.27899169921875,269.1600036621094,269.4100036621094,611971
2025-10-31 15:20,270.4444885253906,270.639892578125,269.6700134277344,270.0299987792969,599084
2025-10-31 15:25,270.3800048828125,270.6099853515625,270.2699890136719,270.4599914550781,400744
2025-10-31 15:30,270.57000732421875,270.7900085449219,270.10009765625,270.42999267578125,434915
2025-10-31 15:35,271.0823059082031,271.2300109863281,270.3500061035156,270.5799865722656,506258
2025-10-31 15:40,270.7130126953125,271.5599060058594,270.5199890136719,271.1050109863281,623853
2025-10-31 15:45,270.7900085449219,271.0,270.5801086425781,270.7099914550781,378357
2025-10-31 15:50,270.5,270.93951416015625,270.4200134277344,270.7900085449219,327768
2025-10-31 15:55,270.5899963378906,270.79998779296875,270.2799987792969,270.5249938964844,319863
2025-10-31 16:00,270.9100036621094,271.04998779296875,270.3999938964844,270.625,330463
2025-10-31 16:05,271.1369934082031,271.17999267578125,270.4800109863281,270.9200134277344,389901
2025-10-31 16:10,270.9403076171875,271.2200012207031,270.6499938964844,271.125,320451
2025-10-31 16:15,271.260009765625,271.3500061035156,270.8699951171875,270.92498779296875,296761
2025-10-31 16:20,271.34320068359375,271.3800048828125,270.7427978515625,271.29998779296875,328496
2025-10-31 16:25,271.29998779296875,271.5199890136719,271.1499938964844,271.3699951171875,337980
2025-10-31 16:30,271.1499938964844,271.364990234375,270.8739929199219,271.2998962402344,350952
2025-10-31 16:35,270.3999938964844,271.1455078125,270.2200012207031,271.1400146484375,372240
2025-10-31 16:40,271.0199890136719,271.07000732421875,270.28009033203125,270.4100036621094,347321
2025-10-31 16:45,270.68499755859375,271.25,270.5899963378906,271.0199890136719,342841
2025-10-31 16:50,271.0400085449219,271.1499938964844,270.6000061035156,270.7099914550781,294946
2025-10-31 16:55,271.4599914550781,271.5400085449219,270.92999267578125,271.0249938964844,282641
2025-10-31 17:00,271.1448059082031,271.5,270.739990234375,271.44000244140625,336164
2025-10-31 17:05,271.1300048828125,271.760009765625,271.1059875488281,271.1499938964844,332377
2025-10-31 17:10,271.5205078125,271.6000061035156,271.0,271.1499938964844,246119
2025-10-31 17:15,271.4800109863281,272.05999755859375,271.4100036621094,271.5307922363281,575227
2025-10-31 17:20,272.42999267578125,272.4700012207031,271.42010498046875,271.4757995605469,404851
2025-10-31 17:25,272.43499755859375,272.8584899902344,272.3323059082031,272.4100036621094,415563
2025-10-31 17:30,272.760009765625,272.9800109863281,272.17999267578125,272.42999267578125,501641
2025-10-31 17:35,273.0400085449219,273.14300537109375,272.6499938964844,272.7300109863281,361191
2025-10-31 17:40,272.6300048828125,273.1700134277344,272.3900146484375,273.0450134277344,470387
2025-10-31 17:45,272.68951416015625,272.79998779296875,272.3599853515625,272.6400146484375,274709
2025-10-31 17:50,272.17999267578125,272.6700134277344,272.0,272.6499938964844,263434
2025-10-31 17:55,271.6199951171875,272.32000732421875,271.4800109863281,272.17999267578125,286499
2025-10-31 18:00,271.2300109863281,271.7900085449219,271.0400085449219,271.6400146484375,391707
2025-10-31 18:05,271.30108642578125,271.45550537109375,271.0299987792969,271.2300109863281,300629
2025-10-31 18:10,271.1499938964844,271.39990234375,270.92999267578125,271.32501220703125,327116
2025-10-31 18:15,271.0450134277344,271.3900146484375,270.9100036621094,271.1600036621094,240392
2025-10-31 18:20,270.55999755859375,271.1099853515625,270.2799987792969,271.0299987792969,327707
2025-10-31 18:25,270.3487854003906,270.7550048828125,270.1499938964844,270.5849914550781,260115
2025-10-31 18:30,270.385009765625,270.84100341796875,270.1099853515625,270.3299865722656,303613
2025-10-31 18:35,270.6400146484375,270.739990234375,270.260009765625,270.3868103027344,210155
2025-10-31 18:40,271.04998779296875,271.04998779296875,270.5899963378906,270.67999267578125,196272
2025-10-31 18:45,271.2200012207031,271.4599914550781,270.989990234375,271.0299987792969,168680
2025-10-31 18:50,271.4049987792969,271.5899963378906,271.19000244140625,271.239990234375,168124
2025-10-31 18:55,271.3699951171875,271.50469970703125,271.2300109863281,271.4049987792969,170359
2025-10-31 19:00,271.7900085449219,272.0599060058594,271.3599853515625,271.3599853515625,204444
2025-10-31 19:05,271.5,271.79998779296875,271.3900146484375,271.7799987792969,185958
2025-10-31 19:10,271.42999267578125,271.6000061035156,271.3699951171875,271.5299987792969,132194
2025-10-31 19:15,271.489990234375,271.5,271.2204895019531,271.3999938964844,189111
2025-10-31 19:20,271.6499938964844,271.8500061035156,271.44000244140625,271.44000244140625,194541
2025-10-31 19:25,271.80999755859375,271.8299865722656,271.5,271.6700134277344,273209
2025-10-31 19:30,271.9800109863281,272.1199951171875,271.6600036621094,271.7900085449219,213205
2025-10-31 19:35,271.93389892578125,272.05999755859375,271.8299865722656,271.9800109863281,150954
2025-10-31 19:40,271.8555908203125,272.0299987792969,271.7099914550781,271.9800109863281,155873
2025-10-31 19:45,271.6874084472656,271.92498779296875,271.5299987792969,271.8550109863281,190101
2025-10-31 19:50,271.2699890136719,271.79998779296875,271.2699890136719,271.7049865722656,207163
2025-10-31 19:55,271.6700134277344,271.79998779296875,271.2699890136719,271.32000732421875,287671
2025-10-31 20:00,271.53900146484375,271.84991455078125,271.3930969238281,271.70001220703125,212769
2025-10-31 20:05,271.42999267578125,271.6600036621094,271.3800048828125,271.5262145996094,186612
2025-10-31 20:10,271.8999938964844,271.9599914550781,271.42999267578125,271.42999267578125,291853
2025-10-31 20:15,271.625,272.0,271.42999267578125,271.8999938964844,401601
2025-10-31 20:20,272.0,272.05499267578125,271.5899963378906,271.625,302997
2025-10-31 20:25,272.1050109863281,272.17498779296875,271.94000244140625,272.0299987792969,300934
2025-10-31 20:30,272.5199890136719,272.5899963378906,272.010009765625,272.1300048828125,448187
2025-10-31 20:35,272.46099853515625,272.6499938964844,272.3299865722656,272.5199890136719,397262
2025-10-31 20:40,272.32000732421875,272.5050048828125,272.2200012207031,272.4700012207031,384372
2025-10-31 20:45,271.68499755859375,272.3500061035156,271.6199951171875,272.32000732421875,582954
2025-10-31 20:50,270.5050048828125,272.5899963378906,270.42999267578125,271.70001220703125,1115543
2025-10-31 20:55,270.25,270.92999267578125,269.9599914550781,270.46649169921875,3672760
2025-11-03 15:30,269.25,270.7799987792969,269.25,270.4200134277344,3800289
2025-11-03 15:35,267.9695129394531,269.32000732421875,267.6199951171875,269.2601013183594,887133
2025-11-03 15:40,267.5050048828125,267.94000244140625,267.2301025390625,267.94000244140625,669169
2025-11-03 15:45,266.5799865722656,267.4599914550781,266.5,267.4599914550781,789351
2025-11-03 15:50,267.0950012207031,267.1390075683594,266.3550109863281,266.57000732421875,629876
2025-11-03 15:55,267.2799987792969,267.5199890136719,266.9700012207031,267.1199035644531,526683
2025-11-03 16:00,266.7349853515625,267.5450134277344,266.62030029296875,267.3699951171875,588845
2025-11-03 16:05,267.2099914550781,267.260009765625,266.25,266.7099914550781,510406
2025-11-03 16:10,267.7651062011719,268.04998779296875,267.00250244140625,267.239990234375,615891
2025-11-03 16:15,268.3299865722656,268.4299011230469,267.45001220703125,267.7314147949219,389391
2025-11-03 16:20,268.31500244140625,268.70001220703125,268.23870849609375,268.3299865722656,452745
2025-11-03 16:25,267.6300048828125,268.2900085449219,267.4800109863281,268.2900085449219,363738
2025-11-03 16:30,268.1700134277344,268.2055969238281,267.510009765625,267.6400146484375,350324
2025-11-03 16:35,268.090087890625,268.2799987792969,267.9049987792969,268.1700134277344,214562
2025-11-03 16:40,267.6900939941406,268.2598876953125,267.6900939941406,268.1050109863281,277284
2025-11-03 16:45,267.7099914550781,267.8450012207031,267.2601013183594,267.70001220703125,279399
